pageid,title,fullurl
75400,Third Aurelian Crusade,https://warhammer40k.fandom.com/wiki/Third_Aurelian_Crusade
76266,Third Sphere Expansion,https://warhammer40k.fandom.com/wiki/Third_Sphere_Expansion
76425,Third Siege of Mezoa,https://warhammer40k.fandom.com/wiki/Third_Siege_of_Mezoa
76659,Titansword,https://warhammer40k.fandom.com/wiki/Titansword
76936,The Wrath,https://warhammer40k.fandom.com/wiki/The_Wrath
77092,Tigrus,https://warhammer40k.fandom.com/wiki/Tigrus
77449,Titan-Guard,https://warhammer40k.fandom.com/wiki/Titan-Guard
78157,The Watcher (Audio Drama),https://warhammer40k.fandom.com/wiki/The_Watcher_(Audio_Drama)
78160,Threxos Hellbreed,https://warhammer40k.fandom.com/wiki/Threxos_Hellbreed
78228,Thermal Cannon,https://warhammer40k.fandom.com/wiki/Thermal_Cannon
78232,Thunderstrike Gauntlet,https://warhammer40k.fandom.com/wiki/Thunderstrike_Gauntlet
78531,Throneworld (Novel),https://warhammer40k.fandom.com/wiki/Throneworld_(Novel)
78999,Throneworld,https://warhammer40k.fandom.com/wiki/Throneworld
79070,Trajann Valoris,https://warhammer40k.fandom.com/wiki/Trajann_Valoris
79075,Thunder Legion,https://warhammer40k.fandom.com/wiki/Thunder_Legion
79076,Thunder Regiments,https://warhammer40k.fandom.com/wiki/Thunder_Regiments
79397,Thralls of Magnus,https://warhammer40k.fandom.com/wiki/Thralls_of_Magnus
79713,Tollguard,https://warhammer40k.fandom.com/wiki/Tollguard
79898,Traitor General (Novel),https://warhammer40k.fandom.com/wiki/Traitor_General_(Novel)
79904,The Warmaster (Novel),https://warhammer40k.fandom.com/wiki/The_Warmaster_(Novel)
79931,Titanicus (Novel),https://warhammer40k.fandom.com/wiki/Titanicus_(Novel)
80182,Thermal Spear,https://warhammer40k.fandom.com/wiki/Thermal_Spear
80680,Thundercoil Harpoon,https://warhammer40k.fandom.com/wiki/Thundercoil_Harpoon
80869,Thunderhawk Cannon,https://warhammer40k.fandom.com/wiki/Thunderhawk_Cannon
81228,Torrent Reaper Launcher,https://warhammer40k.fandom.com/wiki/Torrent_Reaper_Launcher
81379,Thunderwolf,https://warhammer40k.fandom.com/wiki/Thunderwolf
81380,Thunderwolves,https://warhammer40k.fandom.com/wiki/Thunderwolves
81473,Throne Agent,https://warhammer40k.fandom.com/wiki/Throne_Agent
81682,Titandeath (Novel),https://warhammer40k.fandom.com/wiki/Titandeath_(Novel)
82454,Toxin Injector,https://warhammer40k.fandom.com/wiki/Toxin_Injector
82944,Thunderstrike,https://warhammer40k.fandom.com/wiki/Thunderstrike
83372,Toxiferran weapons,https://warhammer40k.fandom.com/wiki/Toxiferran_weapons
83422,Traitor,https://warhammer40k.fandom.com/wiki/Traitor
83748,Thexians,https://warhammer40k.fandom.com/wiki/Thexians
83764,Thexian,https://warhammer40k.fandom.com/wiki/Thexian
83791,Thraxians,https://warhammer40k.fandom.com/wiki/Thraxians
84023,Tome of Fire,https://warhammer40k.fandom.com/wiki/Tome_of_Fire
84207,Tor Garadon,https://warhammer40k.fandom.com/wiki/Tor_Garadon
84410,Torchbearers,https://warhammer40k.fandom.com/wiki/Torchbearers
84411,Torchbearer,https://warhammer40k.fandom.com/wiki/Torchbearer
84505,Thrall Wizard,https://warhammer40k.fandom.com/wiki/Thrall_Wizard
84618,Tiber Achilus,https://warhammer40k.fandom.com/wiki/Tiber_Achilus
84893,Time of Ending,https://warhammer40k.fandom.com/wiki/Time_of_Ending
84907,The Waning,https://warhammer40k.fandom.com/wiki/The_Waning
84937,Time of Rebirth,https://warhammer40k.fandom.com/wiki/Time_of_Rebirth
85016,Thunder's Word,https://warhammer40k.fandom.com/wiki/Thunder%27s_Word
85159,Titandeath,https://warhammer40k.fandom.com/wiki/Titandeath
85230,Themiskon Point,https://warhammer40k.fandom.com/wiki/Themiskon_Point
85374,Thulekh,https://warhammer40k.fandom.com/wiki/Thulekh
85920,Theratryx,https://warhammer40k.fandom.com/wiki/Theratryx
86393,Tower of Nurgle,https://warhammer40k.fandom.com/wiki/Tower_of_Nurgle
86880,Toil,https://warhammer40k.fandom.com/wiki/Toil
86962,Thomas Macabee,https://warhammer40k.fandom.com/wiki/Thomas_Macabee
87283,Tome Keepers,https://warhammer40k.fandom.com/wiki/Tome_Keepers
87377,The Warriors of the Reborn,https://warhammer40k.fandom.com/wiki/The_Warriors_of_the_Reborn
87455,Tithe,https://warhammer40k.fandom.com/wiki/Tithe
87769,Thule,https://warhammer40k.fandom.com/wiki/Thule
87864,Traitoris Militarum,https://warhammer40k.fandom.com/wiki/Traitoris_Militarum
88174,Titan Order,https://warhammer40k.fandom.com/wiki/Titan_Order
88758,Traitors,https://warhammer40k.fandom.com/wiki/Traitors
88814,Traitor Titan,https://warhammer40k.fandom.com/wiki/Traitor_Titan
88874,Tony Ballantyne,https://warhammer40k.fandom.com/wiki/Tony_Ballantyne
88956,Torchbearer Fleet,https://warhammer40k.fandom.com/wiki/Torchbearer_Fleet
89007,Thomas Parrott,https://warhammer40k.fandom.com/wiki/Thomas_Parrott
89074,To Speak as One (Short Story),https://warhammer40k.fandom.com/wiki/To_Speak_as_One_(Short_Story)
89389,Third Rangdan Xenocide,https://warhammer40k.fandom.com/wiki/Third_Rangdan_Xenocide
89392,There Is Only War (Anthology),https://warhammer40k.fandom.com/wiki/There_Is_Only_War_(Anthology)
89403,Tomb World Activation,https://warhammer40k.fandom.com/wiki/Tomb_World_Activation
89603,Torg,https://warhammer40k.fandom.com/wiki/Torg
89639,Thousand Stars Kindred,https://warhammer40k.fandom.com/wiki/Thousand_Stars_Kindred
89822,Toroll,https://warhammer40k.fandom.com/wiki/Toroll
89903,Theyn,https://warhammer40k.fandom.com/wiki/Theyn
90215,Titan Close Combat Weapons,https://warhammer40k.fandom.com/wiki/Titan_Close_Combat_Weapons
90279,Titan Power Ram,https://warhammer40k.fandom.com/wiki/Titan_Power_Ram
90281,Titan Power Saw,https://warhammer40k.fandom.com/wiki/Titan_Power_Saw
90283,Titan Wrecker,https://warhammer40k.fandom.com/wiki/Titan_Wrecker
90381,Toxin Grenade,https://warhammer40k.fandom.com/wiki/Toxin_Grenade
90562,Thoresta,https://warhammer40k.fandom.com/wiki/Thoresta
90714,Thermal Lance,https://warhammer40k.fandom.com/wiki/Thermal_Lance
90907,Throne gelt,https://warhammer40k.fandom.com/wiki/Throne_gelt
90908,Thrones,https://warhammer40k.fandom.com/wiki/Thrones
91076,Thrallband,https://warhammer40k.fandom.com/wiki/Thrallband
91077,Thrallbands,https://warhammer40k.fandom.com/wiki/Thrallbands
91083,"Tizcan Host, The","https://warhammer40k.fandom.com/wiki/Tizcan_Host,_The"
91084,Thoughtmark,https://warhammer40k.fandom.com/wiki/Thoughtmark
91282,Throne Gelt,https://warhammer40k.fandom.com/wiki/Throne_Gelt
91289,Thulean,https://warhammer40k.fandom.com/wiki/Thulean
91609,Traitor Auxilia,https://warhammer40k.fandom.com/wiki/Traitor_Auxilia
91743,Theodora von Valancius,https://warhammer40k.fandom.com/wiki/Theodora_von_Valancius
92029,Titus (Space Marine),https://warhammer40k.fandom.com/wiki/Titus_(Space_Marine)
92193,Throneside,https://warhammer40k.fandom.com/wiki/Throneside
92244,Torpedoes,https://warhammer40k.fandom.com/wiki/Torpedoes
92410,Tower of Hegemon,https://warhammer40k.fandom.com/wiki/Tower_of_Hegemon
92493,Tormentor Helm,https://warhammer40k.fandom.com/wiki/Tormentor_Helm
92494,Tormentor Helms,https://warhammer40k.fandom.com/wiki/Tormentor_Helms
92530,Thexian Elite,https://warhammer40k.fandom.com/wiki/Thexian_Elite
92531,Thexian Trade Empire,https://warhammer40k.fandom.com/wiki/Thexian_Trade_Empire
93022,Thunderhammer,https://warhammer40k.fandom.com/wiki/Thunderhammer
93201,Theomancer,https://warhammer40k.fandom.com/wiki/Theomancer
93301,"Third Covenant, The","https://warhammer40k.fandom.com/wiki/Third_Covenant,_The"
93451,Thrall,https://warhammer40k.fandom.com/wiki/Thrall
93452,Thralls,https://warhammer40k.fandom.com/wiki/Thralls
93534,Tormentors (Emperor's Children),https://warhammer40k.fandom.com/wiki/Tormentors_(Emperor%27s_Children)
93535,Tormentor,https://warhammer40k.fandom.com/wiki/Tormentor
93636,Thorakleo IV,https://warhammer40k.fandom.com/wiki/Thorakleo_IV
93792,The Warhawk,https://warhammer40k.fandom.com/wiki/The_Warhawk
3,Tyranids,https://warhammer40k.fandom.com/wiki/Tyranids
17,Tzeentch,https://warhammer40k.fandom.com/wiki/Tzeentch
115,Ultramarines,https://warhammer40k.fandom.com/wiki/Ultramarines
1559,Tyranid,https://warhammer40k.fandom.com/wiki/Tyranid
1577,Tyranid Warrior,https://warhammer40k.fandom.com/wiki/Tyranid_Warrior
1919,Twin-linked,https://warhammer40k.fandom.com/wiki/Twin-linked
1969,Turbo-Laser Destructor,https://warhammer40k.fandom.com/wiki/Turbo-Laser_Destructor
2192,Tzeench,https://warhammer40k.fandom.com/wiki/Tzeench
2333,Ulthwe,https://warhammer40k.fandom.com/wiki/Ulthwe
2334,Ulthwé,https://warhammer40k.fandom.com/wiki/Ulthw%C3%A9
2611,Tyrant Guard,https://warhammer40k.fandom.com/wiki/Tyrant_Guard
2654,Ultima Segmentum,https://warhammer40k.fandom.com/wiki/Ultima_Segmentum
2876,Tyrant Star,https://warhammer40k.fandom.com/wiki/Tyrant_Star
2885,Tyrantine Cabal,https://warhammer40k.fandom.com/wiki/Tyrantine_Cabal
3091,Ultramar,https://warhammer40k.fandom.com/wiki/Ultramar
3123,Tyranid Biomorphs,https://warhammer40k.fandom.com/wiki/Tyranid_Biomorphs
3195,Typoon Launcher,https://warhammer40k.fandom.com/wiki/Typoon_Launcher
3204,Typhoon Missile Launcher,https://warhammer40k.fandom.com/wiki/Typhoon_Missile_Launcher
3368,Triskele,https://warhammer40k.fandom.com/wiki/Triskele
4031,Ultramarines 2nd Company,https://warhammer40k.fandom.com/wiki/Ultramarines_2nd_Company
4238,Umbra,https://warhammer40k.fandom.com/wiki/Umbra
4522,Tu'Shan,https://warhammer40k.fandom.com/wiki/Tu%27Shan
5175,Trygon,https://warhammer40k.fandom.com/wiki/Trygon
5982,Trappa,https://warhammer40k.fandom.com/wiki/Trappa
6081,Ulrik the Slayer,https://warhammer40k.fandom.com/wiki/Ulrik_the_Slayer
6827,Typhon Primaris,https://warhammer40k.fandom.com/wiki/Typhon_Primaris
7807,Tyranid tervigon,https://warhammer40k.fandom.com/wiki/Tyranid_tervigon
8804,Typhus the Traveller,https://warhammer40k.fandom.com/wiki/Typhus_the_Traveller
9536,Ullanor Crusade,https://warhammer40k.fandom.com/wiki/Ullanor_Crusade
9632,Tyrant-class Cruiser,https://warhammer40k.fandom.com/wiki/Tyrant-class_Cruiser
10391,Ultramarines 4th Company,https://warhammer40k.fandom.com/wiki/Ultramarines_4th_Company
10507,Typhon,https://warhammer40k.fandom.com/wiki/Typhon
13309,Uber Aemos,https://warhammer40k.fandom.com/wiki/Uber_Aemos
13936,Tyranid Warrior Prime,https://warhammer40k.fandom.com/wiki/Tyranid_Warrior_Prime
13937,Tyranid Prime,https://warhammer40k.fandom.com/wiki/Tyranid_Prime
13947,Tyrannofex,https://warhammer40k.fandom.com/wiki/Tyrannofex
14051,Tsagualsa,https://warhammer40k.fandom.com/wiki/Tsagualsa
15026,Umbra Malygris,https://warhammer40k.fandom.com/wiki/Umbra_Malygris
15042,Tyran,https://warhammer40k.fandom.com/wiki/Tyran
15823,Umberto II,https://warhammer40k.fandom.com/wiki/Umberto_II
15981,Ulkair,https://warhammer40k.fandom.com/wiki/Ulkair
16447,Trojan,https://warhammer40k.fandom.com/wiki/Trojan
16521,Tributors,https://warhammer40k.fandom.com/wiki/Tributors
16533,Trojan (Support Tank),https://warhammer40k.fandom.com/wiki/Trojan_(Support_Tank)
16788,Tsara'noga,https://warhammer40k.fandom.com/wiki/Tsara%27noga
17182,"Ultramarines: A Warhammer 40,000 Movie","https://warhammer40k.fandom.com/wiki/Ultramarines:_A_Warhammer_40,000_Movie"
17300,Turbolaser Destructor,https://warhammer40k.fandom.com/wiki/Turbolaser_Destructor
17639,Tylos Rubio,https://warhammer40k.fandom.com/wiki/Tylos_Rubio
17660,Tyberos,https://warhammer40k.fandom.com/wiki/Tyberos
17956,Tyrant's Legion,https://warhammer40k.fandom.com/wiki/Tyrant%27s_Legion
19401,Tycho,https://warhammer40k.fandom.com/wiki/Tycho
20918,Tyrannic War Veteran,https://warhammer40k.fandom.com/wiki/Tyrannic_War_Veteran
24399,Ultramarines Honour Company,https://warhammer40k.fandom.com/wiki/Ultramarines_Honour_Company
25001,Twisted Blades,https://warhammer40k.fandom.com/wiki/Twisted_Blades
26932,Trisagion,https://warhammer40k.fandom.com/wiki/Trisagion
27352,Treaty of Mars,https://warhammer40k.fandom.com/wiki/Treaty_of_Mars
27649,Typhon Heavy Siege Tank,https://warhammer40k.fandom.com/wiki/Typhon_Heavy_Siege_Tank
28570,Turtolsky,https://warhammer40k.fandom.com/wiki/Turtolsky
28732,Turret Emplacement,https://warhammer40k.fandom.com/wiki/Turret_Emplacement
30221,Triarch Praetorian,https://warhammer40k.fandom.com/wiki/Triarch_Praetorian
30393,U'Zuhl,https://warhammer40k.fandom.com/wiki/U%27Zuhl
30608,Triarch Stalker,https://warhammer40k.fandom.com/wiki/Triarch_Stalker
31384,Turbulent-class Heavy Frigate,https://warhammer40k.fandom.com/wiki/Turbulent-class_Heavy_Frigate
32174,Transdimensional Beamer,https://warhammer40k.fandom.com/wiki/Transdimensional_Beamer
32205,Tyranid Weapons and Biomorphs,https://warhammer40k.fandom.com/wiki/Tyranid_Weapons_and_Biomorphs
32256,Tremorstave,https://warhammer40k.fandom.com/wiki/Tremorstave
32678,Tuska,https://warhammer40k.fandom.com/wiki/Tuska
33127,Ulumeathi Plasma Syphon,https://warhammer40k.fandom.com/wiki/Ulumeathi_Plasma_Syphon
36731,Triarch,https://warhammer40k.fandom.com/wiki/Triarch
36756,Trazyn,https://warhammer40k.fandom.com/wiki/Trazyn
36757,Trazyn the Infinite,https://warhammer40k.fandom.com/wiki/Trazyn_the_Infinite
38564,Transcendent C'tan,https://warhammer40k.fandom.com/wiki/Transcendent_C%27tan
40394,True Sons,https://warhammer40k.fandom.com/wiki/True_Sons
46158,Tyrus,https://warhammer40k.fandom.com/wiki/Tyrus
50413,Tribune,https://warhammer40k.fandom.com/wiki/Tribune
56373,Triaros,https://warhammer40k.fandom.com/wiki/Triaros
56534,Triaros Armoured Conveyer,https://warhammer40k.fandom.com/wiki/Triaros_Armoured_Conveyer
59349,Tyrant Siege Terminator,https://warhammer40k.fandom.com/wiki/Tyrant_Siege_Terminator
59362,Tyrant Siege Terminator Squad,https://warhammer40k.fandom.com/wiki/Tyrant_Siege_Terminator_Squad
59365,Tyrant Terminator,https://warhammer40k.fandom.com/wiki/Tyrant_Terminator
60931,Troupe Master,https://warhammer40k.fandom.com/wiki/Troupe_Master
64745,True Messengers,https://warhammer40k.fandom.com/wiki/True_Messengers
65302,Treachery at Port Maw,https://warhammer40k.fandom.com/wiki/Treachery_at_Port_Maw
66643,Tranch,https://warhammer40k.fandom.com/wiki/Tranch
66734,Twenty-Second Founding,https://warhammer40k.fandom.com/wiki/Twenty-Second_Founding
66735,Twenty-Third Founding,https://warhammer40k.fandom.com/wiki/Twenty-Third_Founding
66737,Twenty-Fifth Founding,https://warhammer40k.fandom.com/wiki/Twenty-Fifth_Founding
66738,Twenty-Six Founding,https://warhammer40k.fandom.com/wiki/Twenty-Six_Founding
66901,Tri-axis Ion Cannon,https://warhammer40k.fandom.com/wiki/Tri-axis_Ion_Cannon
68698,Triumph of Ullanor,https://warhammer40k.fandom.com/wiki/Triumph_of_Ullanor
68954,Transuranic Arquebus,https://warhammer40k.fandom.com/wiki/Transuranic_Arquebus
69152,Transonic Weapons,https://warhammer40k.fandom.com/wiki/Transonic_Weapons
69199,Tuchulcha,https://warhammer40k.fandom.com/wiki/Tuchulcha
72524,Twisted (Short Story),https://warhammer40k.fandom.com/wiki/Twisted_(Short_Story)
73335,Tzaangor,https://warhammer40k.fandom.com/wiki/Tzaangor
75038,Ultramar Campaign,https://warhammer40k.fandom.com/wiki/Ultramar_Campaign
75077,Ultramar Campaign (13th Black Crusade),https://warhammer40k.fandom.com/wiki/Ultramar_Campaign_(13th_Black_Crusade)
75219,Triumvirate of the Primarch,https://warhammer40k.fandom.com/wiki/Triumvirate_of_the_Primarch
75384,Ulthanesh,https://warhammer40k.fandom.com/wiki/Ulthanesh
75512,Ultima Founding,https://warhammer40k.fandom.com/wiki/Ultima_Founding
75717,Trueborn,https://warhammer40k.fandom.com/wiki/Trueborn
75718,Trueborns,https://warhammer40k.fandom.com/wiki/Trueborns
76390,Umbral Knights,https://warhammer40k.fandom.com/wiki/Umbral_Knights
76543,Twin Heavy Bolter,https://warhammer40k.fandom.com/wiki/Twin_Heavy_Bolter
76551,Twin Lascannon,https://warhammer40k.fandom.com/wiki/Twin_Lascannon
76814,Ullanor Prime,https://warhammer40k.fandom.com/wiki/Ullanor_Prime
77105,Triplex Phall,https://warhammer40k.fandom.com/wiki/Triplex_Phall
77396,Treaty of Olympus Mons,https://warhammer40k.fandom.com/wiki/Treaty_of_Olympus_Mons
77744,Truskan Snowhounds,https://warhammer40k.fandom.com/wiki/Truskan_Snowhounds
77981,Tremor Cannon,https://warhammer40k.fandom.com/wiki/Tremor_Cannon
78430,Turbolaser,https://warhammer40k.fandom.com/wiki/Turbolaser
79037,Trooper Arden,https://warhammer40k.fandom.com/wiki/Trooper_Arden
79549,Triumph at Ullanor,https://warhammer40k.fandom.com/wiki/Triumph_at_Ullanor
79574,Tzaangor Shaman,https://warhammer40k.fandom.com/wiki/Tzaangor_Shaman
79575,Tzaangor Enlightened,https://warhammer40k.fandom.com/wiki/Tzaangor_Enlightened
79646,Tzaangor Warherd,https://warhammer40k.fandom.com/wiki/Tzaangor_Warherd
80777,True Name,https://warhammer40k.fandom.com/wiki/True_Name
80943,Tribunes,https://warhammer40k.fandom.com/wiki/Tribunes
81193,Tranq,https://warhammer40k.fandom.com/wiki/Tranq
81289,Tyrant of Blueflame,https://warhammer40k.fandom.com/wiki/Tyrant_of_Blueflame
81534,Trappas,https://warhammer40k.fandom.com/wiki/Trappas
81614,Ulthanash,https://warhammer40k.fandom.com/wiki/Ulthanash
81643,UR-025,https://warhammer40k.fandom.com/wiki/UR-025
81664,Twin-linked Shoota,https://warhammer40k.fandom.com/wiki/Twin-linked_Shoota
81901,Ullanor,https://warhammer40k.fandom.com/wiki/Ullanor
82381,Twisted Helix,https://warhammer40k.fandom.com/wiki/Twisted_Helix
83018,Typhus,https://warhammer40k.fandom.com/wiki/Typhus
83107,Unbalanced Scales,https://warhammer40k.fandom.com/wiki/Unbalanced_Scales
83840,Ultramarine,https://warhammer40k.fandom.com/wiki/Ultramarine
83903,Truesilver Armour,https://warhammer40k.fandom.com/wiki/Truesilver_Armour
84033,Tulian Aquila,https://warhammer40k.fandom.com/wiki/Tulian_Aquila
84047,Ultramarines 1st Company,https://warhammer40k.fandom.com/wiki/Ultramarines_1st_Company
84064,Tyran Primus,https://warhammer40k.fandom.com/wiki/Tyran_Primus
84102,Ultramarines 3rd Company,https://warhammer40k.fandom.com/wiki/Ultramarines_3rd_Company
84470,Tyrannic Wars,https://warhammer40k.fandom.com/wiki/Tyrannic_Wars
84760,Twin Falx Blades,https://warhammer40k.fandom.com/wiki/Twin_Falx_Blades
84923,Tsua'Malor,https://warhammer40k.fandom.com/wiki/Tsua%27Malor
85038,Treyen,https://warhammer40k.fandom.com/wiki/Treyen
85039,Treyan,https://warhammer40k.fandom.com/wiki/Treyan
86280,Tyranid Escort Drone,https://warhammer40k.fandom.com/wiki/Tyranid_Escort_Drone
86302,Tyranid Cruiser,https://warhammer40k.fandom.com/wiki/Tyranid_Cruiser
86304,Tyranid Battlecruiser,https://warhammer40k.fandom.com/wiki/Tyranid_Battlecruiser
86659,Tsara'noga the Outsider,https://warhammer40k.fandom.com/wiki/Tsara%27noga_the_Outsider
86875,Transmechanic,https://warhammer40k.fandom.com/wiki/Transmechanic
87765,Triplex Sector,https://warhammer40k.fandom.com/wiki/Triplex_Sector
87767,Triplex System,https://warhammer40k.fandom.com/wiki/Triplex_System
87891,Triplex Galatia,https://warhammer40k.fandom.com/wiki/Triplex_Galatia
87892,Triplex Thule,https://warhammer40k.fandom.com/wiki/Triplex_Thule
87944,Triarchy,https://warhammer40k.fandom.com/wiki/Triarchy
88397,Tripartite Lance,https://warhammer40k.fandom.com/wiki/Tripartite_Lance
88414,Triad Ferrum Morgulus,https://warhammer40k.fandom.com/wiki/Triad_Ferrum_Morgulus
88498,Tyrant of Badab,https://warhammer40k.fandom.com/wiki/Tyrant_of_Badab
88622,Tzeentchian,https://warhammer40k.fandom.com/wiki/Tzeentchian
89434,Truths,https://warhammer40k.fandom.com/wiki/Truths
89435,Truth,https://warhammer40k.fandom.com/wiki/Truth
89602,Törg,https://warhammer40k.fandom.com/wiki/T%C3%B6rg
89642,Ukûlak's Kindred,https://warhammer40k.fandom.com/wiki/Uk%C3%BBlak%27s_Kindred
89643,Ukulak's Kindred,https://warhammer40k.fandom.com/wiki/Ukulak%27s_Kindred
89677,Transubstantium,https://warhammer40k.fandom.com/wiki/Transubstantium
89691,Trans-Hyperian Alliance,https://warhammer40k.fandom.com/wiki/Trans-Hyperian_Alliance
89723,URSR,https://warhammer40k.fandom.com/wiki/URSR
89749,Tyrant's Gate,https://warhammer40k.fandom.com/wiki/Tyrant%27s_Gate
89751,Typhon-Styx Protectorate,https://warhammer40k.fandom.com/wiki/Typhon-Styx_Protectorate
89821,Töroll,https://warhammer40k.fandom.com/wiki/T%C3%B6roll
89931,Tupelov Lancers,https://warhammer40k.fandom.com/wiki/Tupelov_Lancers
89959,Trial by Fire,https://warhammer40k.fandom.com/wiki/Trial_by_Fire
90137,Undead,https://warhammer40k.fandom.com/wiki/Undead
90178,Ultramarian,https://warhammer40k.fandom.com/wiki/Ultramarian
90287,Trident,https://warhammer40k.fandom.com/wiki/Trident
90288,Trident (Iron Warriors),https://warhammer40k.fandom.com/wiki/Trident_(Iron_Warriors)
90290,Triarch (Iron Warriors),https://warhammer40k.fandom.com/wiki/Triarch_(Iron_Warriors)
90443,Transonic Blade,https://warhammer40k.fandom.com/wiki/Transonic_Blade
90444,Transonic Razor,https://warhammer40k.fandom.com/wiki/Transonic_Razor
90637,Ultimaris Decree,https://warhammer40k.fandom.com/wiki/Ultimaris_Decree
90719,Tumulus Samael,https://warhammer40k.fandom.com/wiki/Tumulus_Samael
90839,Ultima Sector,https://warhammer40k.fandom.com/wiki/Ultima_Sector
90849,Twin-Linked Shoota,https://warhammer40k.fandom.com/wiki/Twin-Linked_Shoota
90939,Troupe master,https://warhammer40k.fandom.com/wiki/Troupe_master
90950,True Death,https://warhammer40k.fandom.com/wiki/True_Death
91293,Tricorn Palace,https://warhammer40k.fandom.com/wiki/Tricorn_Palace
91342,Unbeholden Reaches,https://warhammer40k.fandom.com/wiki/Unbeholden_Reaches
91363,Udug Hul,https://warhammer40k.fandom.com/wiki/Udug_Hul
91398,Ulthyr Ellarion,https://warhammer40k.fandom.com/wiki/Ulthyr_Ellarion
91515,True Mechanicum,https://warhammer40k.fandom.com/wiki/True_Mechanicum
91585,Tyranthikos,https://warhammer40k.fandom.com/wiki/Tyranthikos
91810,Ulfar,https://warhammer40k.fandom.com/wiki/Ulfar
91862,Tzeentchian Psychic Discipline,https://warhammer40k.fandom.com/wiki/Tzeentchian_Psychic_Discipline
91967,Transport,https://warhammer40k.fandom.com/wiki/Transport
92275,Trygon Prime,https://warhammer40k.fandom.com/wiki/Trygon_Prime
92425,Tyranid Invasion Process,https://warhammer40k.fandom.com/wiki/Tyranid_Invasion_Process
92430,Tyranid infestation,https://warhammer40k.fandom.com/wiki/Tyranid_infestation
92451,Tyrannic War Veterans,https://warhammer40k.fandom.com/wiki/Tyrannic_War_Veterans
92667,Tribe,https://warhammer40k.fandom.com/wiki/Tribe
92668,Tribes,https://warhammer40k.fandom.com/wiki/Tribes
93053,Triglav Sub-sector,https://warhammer40k.fandom.com/wiki/Triglav_Sub-sector
93753,Trooper (Adeptus Arbites),https://warhammer40k.fandom.com/wiki/Trooper_(Adeptus_Arbites)
93835,Unbound Infocyte,https://warhammer40k.fandom.com/wiki/Unbound_Infocyte
93836,Unbound Infocytes,https://warhammer40k.fandom.com/wiki/Unbound_Infocytes
93872,Tzaangor Shamans,https://warhammer40k.fandom.com/wiki/Tzaangor_Shamans
1754,Vespid,https://warhammer40k.fandom.com/wiki/Vespid
1945,Vanquisher Cannon,https://warhammer40k.fandom.com/wiki/Vanquisher_Cannon
2369,Ursarkar E. Creed,https://warhammer40k.fandom.com/wiki/Ursarkar_E._Creed
2370,Ursarkar Creed,https://warhammer40k.fandom.com/wiki/Ursarkar_Creed
3036,Verghast,https://warhammer40k.fandom.com/wiki/Verghast
3055,"Vehicles of the Imperium (Warhammer 40,000)","https://warhammer40k.fandom.com/wiki/Vehicles_of_the_Imperium_(Warhammer_40,000)"
3185,Uriel Ventris,https://warhammer40k.fandom.com/wiki/Uriel_Ventris
3553,Vespid (Planet),https://warhammer40k.fandom.com/wiki/Vespid_(Planet)
4029,Vehicles of the Imperial Guard,https://warhammer40k.fandom.com/wiki/Vehicles_of_the_Imperial_Guard
4191,Valhalla,https://warhammer40k.fandom.com/wiki/Valhalla
4369,Varro Tigurius,https://warhammer40k.fandom.com/wiki/Varro_Tigurius
